1000,0.000000
2000,0.000000
3000,0.000000
4000,0.000001
5000,0.000001
6000,0.000001
7000,0.000001
8000,0.000001
9000,0.000001
10000,0.000002
11000,0.000002
12000,0.000002
13000,0.000002
14000,0.000002
15000,0.000002
16000,0.000002
17000,0.000003
18000,0.000003
19000,0.000003
20000,0.000003
21000,0.000004
22000,0.000004
23000,0.000005
24000,0.000006
25000,0.000005
26000,0.000005
27000,0.000005
28000,0.000006
29000,0.000009
30000,0.000006
31000,0.000006
32000,0.000006
33000,0.000007
34000,0.000007
35000,0.000007
36000,0.000008
37000,0.000008
38000,0.000008
39000,0.000009
40000,0.000008
41000,0.000008
42000,0.000011
43000,0.000009
44000,0.000009
45000,0.000009
46000,0.000010
47000,0.000010
48000,0.000010
49000,0.000010
50000,0.000013
51000,0.000011
52000,0.000012
53000,0.000011
54000,0.000011
55000,0.000012
56000,0.000012
57000,0.000012
58000,0.000012
59000,0.000012
60000,0.000013
61000,0.000013
62000,0.000013
63000,0.000014
64000,0.000020
65000,0.000014
66000,0.000014
67000,0.000014
68000,0.000015
69000,0.000015
70000,0.000015
71000,0.000015
72000,0.000016
73000,0.000016
74000,0.000016
75000,0.000017
76000,0.000016
77000,0.000017
78000,0.000017
79000,0.000017
80000,0.000017
81000,0.000018
82000,0.000018
83000,0.000018
84000,0.000018
85000,0.000020
86000,0.000019
87000,0.000019
88000,0.000020
89000,0.000019
90000,0.000020
91000,0.000020
92000,0.000020
93000,0.000020
94000,0.000021
95000,0.000022
96000,0.000021
97000,0.000022
98000,0.000023
99000,0.000023
100000,0.000025
101000,0.000023
102000,0.000031
103000,0.000024
104000,0.000024
105000,0.000024
106000,0.000025
107000,0.000027
108000,0.000026
109000,0.000027
110000,0.000026
111000,0.000026
112000,0.000025
113000,0.000026
114000,0.000030
115000,0.000029
116000,0.000027
117000,0.000028
118000,0.000027
119000,0.000028
120000,0.000030
121000,0.000035
122000,0.000031
123000,0.000033
124000,0.000035
125000,0.000031
126000,0.000031
127000,0.000031
128000,0.000032
129000,0.000032
130000,0.000034
131000,0.000035
132000,0.000042
133000,0.000037
134000,0.000037
135000,0.000041
136000,0.000038
137000,0.000040
138000,0.000041
139000,0.000041
140000,0.000042
141000,0.000043
142000,0.000044
143000,0.000043
144000,0.000046
145000,0.000048
146000,0.000047
147000,0.000047
148000,0.000048
149000,0.000052
150000,0.000050
151000,0.000052
152000,0.000057
153000,0.000055
154000,0.000054
155000,0.000064
156000,0.000056
157000,0.000059
158000,0.000060
159000,0.000063
160000,0.000066
161000,0.000065
162000,0.000068
163000,0.000072
164000,0.000069
165000,0.000083
166000,0.000081
167000,0.000082
168000,0.000084
169000,0.000091
170000,0.000093
171000,0.000093
172000,0.000098
173000,0.000097
174000,0.000105
175000,0.000105
176000,0.000103
177000,0.000101
178000,0.000105
179000,0.000104
180000,0.000108
181000,0.000122
182000,0.000116
183000,0.000113
184000,0.000120
185000,0.000122
186000,0.000138
187000,0.000224
188000,0.000141
189000,0.000128
190000,0.000139
191000,0.000122
192000,0.000156
193000,0.000157
194000,0.000133
195000,0.000135
196000,0.000141
197000,0.000150
198000,0.000144
199000,0.000144
200000,0.000144
201000,0.000152
202000,0.000150
203000,0.000154
204000,0.000155
205000,0.000154
